star_name,star_name,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_age_error_min,star_age_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_teff,star_teff_error_min,star_teff_error_max,Spectral type,mag_v,Visual magnitude errorminus,Visual magnitude errorplus,source (xml)
Kepler-306,kepler-306,0.82,,,0.72,0.04,0.04,,,,,,0.155,,,4954.0,100.0,100.0,,,,,
Kepler-307,kepler-307,0.78,1.36,0.55,1.03,0.42,0.42,,,,,,0.158,,,5445.0,,,,14.1,,,
Kepler-308,kepler-308,,,,0.94,0.45,0.45,,,,,,-0.112,,,5895.0,200.0,200.0,,,,,
Kepler-309,kepler-309,,,,0.72,0.04,0.04,,,,,,0.415,,,4713.0,100.0,100.0,,,,,
Kepler-31,kepler-31,1.21,0.17,0.17,1.22,0.24,0.24,,,,,,-0.08,0.4,0.4,6340.0,200.0,200.0,,15.5,,,
Kepler-310,kepler-310,0.85,,,0.88,0.41,0.41,,,,,,-0.299,,,5797.0,200.0,200.0,,,,,
Kepler-311,kepler-311,1.06,,,1.19,0.23,0.23,,,,,,-0.057,,,5905.0,131.0,131.0,,,,,
Kepler-312,kepler-312,1.23,,,1.47,0.28,0.28,,,,,,0.076,,,6115.0,100.0,100.0,,,,,
Kepler-313,kepler-313,0.9,,,1.54,0.16,0.16,,,,,,-0.112,,,5727.0,100.0,100.0,,,,,
Kepler-314,kepler-314,1.02,,,0.95,0.14,0.14,,,,,,0.157,,,5378.0,100.0,100.0,,,,,
Kepler-315,kepler-315,0.78,,,1.04,0.2,0.2,,,,,,-0.403,,,5796.0,108.0,108.0,,,,,
Kepler-316,kepler-316,0.53,,,0.52,0.05,0.05,,,,,,-0.48,,,4204.0,200.0,200.0,,,,,
Kepler-317,kepler-317,0.95,,,0.94,0.43,0.43,,,,,,0.258,,,5497.0,200.0,200.0,,,,,
Kepler-318,kepler-318,1.05,,,1.19,0.21,0.21,,,,,,0.145,,,5746.0,100.0,100.0,,,,,
Kepler-319,kepler-319,1.29,,,0.9,0.12,0.12,,,,,,0.487,,,5526.0,100.0,100.0,,,,,
Kepler-32,kepler-32,0.58,0.05,0.05,0.53,0.04,0.04,,,,,,0.0,0.4,0.4,3900.0,200.0,200.0,,16.0,,,
Kepler-320,kepler-320,,,,1.11,0.52,0.52,,,,,,-0.244,,,6435.0,200.0,200.0,,,,,
Kepler-321,kepler-321,1.01,,,1.19,0.23,0.23,,,,,,,,,5740.0,100.0,100.0,,,,,
Kepler-322,kepler-322,0.91,,,0.89,0.1,0.1,,,,,,-0.06,,,5388.0,100.0,100.0,,,,,
Kepler-323,kepler-323,1.09,,,1.18,0.23,0.23,,,,,,-0.078,,,5987.0,150.0,150.0,,,,,
Kepler-324,kepler-324,0.86,,,0.84,0.07,0.07,,,,,,-0.009,,,5194.0,100.0,100.0,,,,,
Kepler-325,kepler-325,0.87,,,1.0,0.5,0.5,,,,,,-0.171,,,5752.0,200.0,200.0,,,,,
Kepler-326,kepler-326,0.98,,,0.8,0.05,0.05,,,,,,0.133,,,5105.0,100.0,100.0,,,,,
Kepler-327,kepler-327,0.55,,,0.49,0.02,0.02,,,,,,-0.042,,,3799.0,100.0,100.0,,,,,
Kepler-328,kepler-328,0.98,1.6,0.66,0.97,0.36,0.36,,,,,,-0.186,,,5314.0,,,,,,,
Kepler-329,kepler-329,0.53,,,0.52,0.05,0.05,,,,,,-0.572,,,4257.0,200.0,200.0,,,,,
Kepler-33,kepler-33,1.291,0.121,0.121,1.82,0.18,0.18,4.27,0.87,0.87,0.87,0.87,,,,5904.0,47.0,47.0,,14.0,,,
Kepler-330,kepler-330,0.78,,,0.72,0.27,0.27,,,,,,-0.097,,,5117.0,200.0,200.0,,,,,
Kepler-331,kepler-331,0.51,,,0.49,0.05,0.05,,,,,,-0.85,,,4347.0,200.0,200.0,,,,,
Kepler-332,kepler-332,0.8,,,0.72,0.04,0.04,,,,,,0.05,,,4955.0,100.0,100.0,,,,,
Kepler-333,kepler-333,0.54,,,0.53,0.05,0.05,,,,,,-0.472,,,4259.0,200.0,200.0,,,,,
Kepler-334,kepler-334,1.0,,,1.07,0.19,0.19,,,,,,-0.074,,,5828.0,100.0,100.0,,,,,
Kepler-335,kepler-335,0.99,,,1.85,0.35,0.35,,,,,,-0.106,,,5877.0,112.0,112.0,,,,,
Kepler-336,kepler-336,0.89,,,1.3,0.23,0.23,,,,,,-0.401,,,5867.0,100.0,100.0,,,,,
Kepler-337,kepler-337,0.96,,,1.76,0.48,0.48,,,,,,-0.131,,,5684.0,175.0,175.0,,,,,
Kepler-338,kepler-338,1.1,,,1.74,0.08,0.08,,,,,,-0.106,,,5923.0,77.0,77.0,,,,,
Kepler-339,kepler-339,0.84,,,0.8,0.36,0.36,,,,,,-0.237,,,5631.0,200.0,200.0,,,,,
Kepler-34 (AB),kepler-34(ab),2.0687,0.0033,0.0033,1.1,0.0,0.0,,,,,,-0.07,0.15,0.15,5913.0,130.0,130.0,,15.0,,,
Kepler-340,kepler-340,2.11,,,1.85,0.42,0.42,,,,,,-0.094,,,6620.0,376.0,376.0,,,,,
Kepler-341,kepler-341,0.94,,,1.02,0.52,0.52,,,,,,-0.139,,,6012.0,200.0,200.0,,,,,
Kepler-342,kepler-342,1.13,,,1.47,0.26,0.26,,,,,,-0.053,,,6175.0,100.0,100.0,,,,,
Kepler-343,kepler-343,1.04,,,1.43,0.26,0.26,,,,,,-0.138,,,5807.0,100.0,100.0,,,,,
Kepler-344,kepler-344,0.9,,,0.98,0.45,0.45,,,,,,-0.097,,,5774.0,200.0,200.0,,,,,
Kepler-345,kepler-345,0.59,,,0.62,0.03,0.03,,,,,,-0.266,,,4504.0,100.0,100.0,,,,,
Kepler-346,kepler-346,0.97,,,1.02,0.48,0.48,,,,,,-0.031,,,6033.0,200.0,200.0,,,,,
Kepler-347,kepler-347,1.04,,,1.0,0.46,0.46,,,,,,-0.068,,,6088.0,200.0,200.0,,,,,
Kepler-348,kepler-348,1.15,,,1.36,0.25,0.25,,,,,,-0.039,,,6177.0,100.0,100.0,,,,,
Kepler-349,kepler-349,0.97,,,0.93,0.35,0.35,,,,,,-0.091,,,5956.0,200.0,200.0,,,,,
Kepler-35 (AB),kepler-35(ab),1.6971,0.007,0.007,1.0,0.0,0.0,,,,,,-0.34,0.2,0.2,5606.0,150.0,150.0,,16.0,,,
Kepler-350,kepler-350,1.03,1.73,0.69,1.33,0.49,0.49,,,,,,-0.308,,,6215.0,,,,13.8,,,
Kepler-351,kepler-351,0.89,,,0.85,0.41,0.41,,,,,,-0.134,,,5643.0,200.0,200.0,,,,,
Kepler-352,kepler-352,0.79,,,0.78,0.05,0.05,,,,,,-0.175,,,5212.0,100.0,100.0,,,,,
Kepler-353,kepler-353,0.54,,,0.5,0.02,0.02,,,,,,-0.194,,,3903.0,100.0,100.0,,,,,
Kepler-354,kepler-354,0.65,,,0.67,0.21,0.21,,,,,,-0.036,,,4648.0,200.0,200.0,,,,,
Kepler-355,kepler-355,1.05,,,1.07,0.48,0.48,,,,,,-0.051,,,6184.0,250.0,250.0,,,,,
Kepler-356,kepler-356,0.97,,,1.33,0.24,0.24,,,,,,-0.325,,,6133.0,100.0,100.0,,,,,
Kepler-357,kepler-357,0.78,,,0.83,0.49,0.49,,,,,,0.051,,,5036.0,200.0,200.0,,,,,
Kepler-358,kepler-358,0.95,,,0.95,0.48,0.48,,,,,,-0.027,,,5908.0,200.0,200.0,,,,,
Kepler-359,kepler-359,1.07,,,1.09,0.5,0.5,,,,,,-0.039,,,6248.0,250.0,250.0,,,,,
Kepler-36,kepler-36,1.113,0.035,0.035,1.66,0.019,0.019,6.923,0.372,0.372,0.372,0.372,,,,5900.0,41.0,41.0,,12.0,,,
Kepler-360,kepler-360,0.95,,,1.06,0.5,0.5,,,,,,-0.12,,,6053.0,200.0,200.0,,,,,
Kepler-361,kepler-361,1.07,,,1.34,0.26,0.26,,,,,,-0.137,,,6169.0,100.0,100.0,,,,,
Kepler-362,kepler-362,0.77,,,0.72,0.3,0.3,,,,,,-0.718,,,5788.0,200.0,200.0,,,,,
Kepler-363,kepler-363,1.23,,,1.49,0.23,0.23,,,,,,0.299,,,5593.0,100.0,100.0,,,,,
Kepler-364,kepler-364,1.2,,,1.28,0.25,0.25,,,,,,-0.026,,,6108.0,125.0,125.0,,,,,
Kepler-365,kepler-365,0.99,,,1.05,0.49,0.49,,,,,,-0.046,,,6012.0,200.0,200.0,,,,,
Kepler-366,kepler-366,1.05,,,1.05,0.47,0.47,,,,,,-0.081,,,6209.0,200.0,200.0,,,,,
Kepler-367,kepler-367,0.75,,,0.69,0.04,0.04,,,,,,0.247,,,4710.0,100.0,100.0,,,,,
Kepler-368,kepler-368,0.71,,,2.02,0.56,0.56,,,,,,-0.489,,,5502.0,206.0,206.0,,,,,
Kepler-369,kepler-369,0.54,,,0.47,0.01,0.01,,,,,,0.207,,,3591.0,100.0,100.0,,,,,
Kepler-37,kepler-37,0.803,0.068,0.068,0.77,0.026,0.026,6.0,,,,,-0.32,0.07,0.07,5417.0,75.0,75.0,,10.3,,,
Kepler-370,kepler-370,0.94,,,0.9,0.42,0.42,,,,,,-0.124,,,5852.0,200.0,200.0,,,,,
Kepler-371,kepler-371,0.94,,,0.99,0.25,0.25,,,,,,-0.223,,,5666.0,146.0,146.0,,,,,
Kepler-372,kepler-372,1.15,,,1.14,0.49,0.49,,,,,,-0.137,,,6509.0,200.0,200.0,,,,,
Kepler-373,kepler-373,0.87,,,0.84,0.42,0.42,,,,,,-0.272,,,5787.0,200.0,200.0,,,,,
Kepler-374,kepler-374,0.84,,,0.91,0.47,0.47,,,,,,-0.441,,,5977.0,200.0,200.0,,,,,
Kepler-375,kepler-375,0.89,,,0.84,0.29,0.29,,,,,,-0.197,,,5826.0,200.0,200.0,,,,,
Kepler-376,kepler-376,1.05,,,1.18,0.23,0.23,,,,,,-0.151,,,5900.0,100.0,100.0,,,,,
Kepler-377,kepler-377,0.88,,,1.22,0.23,0.23,,,,,,-0.497,,,5949.0,128.0,128.0,,,,,
Kepler-378,kepler-378,0.96,,,0.67,0.04,0.04,,,,,,0.553,,,4661.0,100.0,100.0,,,,,
Kepler-379,kepler-379,1.08,,,1.31,0.24,0.24,,,,,,-0.045,,,6054.0,100.0,100.0,,,,,
Kepler-38 (AB),kepler-38(ab),0.949,0.059,0.059,1.757,0.034,0.034,,,,,,-0.158,,,5640.0,,,,14.3,,,
Kepler-380,kepler-380,1.05,,,1.22,0.24,0.24,,,,,,-0.144,,,6045.0,147.0,147.0,,,,,
Kepler-381,kepler-381,1.34,,,1.57,0.35,0.35,,,,,,,,,6152.0,100.0,100.0,,,,,
Kepler-382,kepler-382,0.8,,,0.94,0.45,0.45,,,,,,-0.314,,,5600.0,200.0,200.0,,,,,
Kepler-383,kepler-383,0.67,,,0.67,0.27,0.27,,,,,,-0.157,,,4710.0,200.0,200.0,,,,,
Kepler-384,kepler-384,0.76,,,0.88,0.25,0.25,,,,,,-0.567,,,5577.0,145.0,145.0,,,,,
Kepler-385,kepler-385,1.09,,,1.13,0.56,0.56,,,,,,-0.034,,,6326.0,250.0,250.0,,,,,
Kepler-386,kepler-386,0.74,,,0.77,0.43,0.43,,,,,,-0.225,,,5178.0,200.0,200.0,,,,,
Kepler-387,kepler-387,1.03,,,1.05,0.24,0.24,,,,,,-0.233,,,5774.0,154.0,154.0,,,,,
Kepler-388,kepler-388,0.59,,,0.59,0.07,0.07,,,,,,-0.329,,,4498.0,200.0,200.0,,,,,
Kepler-389,kepler-389,0.78,,,0.79,0.4,0.4,,,,,,-0.191,,,5376.0,250.0,250.0,,,,,
Kepler-39,kepler-39,1.1,0.06,0.07,1.39,0.1,0.11,5.08,1.5,1.5,1.5,1.5,-0.29,0.1,0.1,6260.0,140.0,140.0,,14.3,,,
Kepler-390,kepler-390,0.67,,,0.78,0.05,0.05,,,,,,-0.539,,,5166.0,100.0,100.0,,,,,
Kepler-391,kepler-391,1.22,,,3.57,0.85,0.85,,,,,,0.02,,,4940.0,100.0,100.0,,,,,
Kepler-392,kepler-392,1.13,,,1.13,0.23,0.23,,,,,,-0.297,,,5938.0,226.0,226.0,,,,,
Kepler-393,kepler-393,1.32,,,1.38,0.26,0.26,,,,,,-0.217,,,6189.0,100.0,100.0,,,,,
Kepler-394,kepler-394,1.11,,,1.13,0.58,0.58,,,,,,-0.129,,,6402.0,200.0,200.0,,,,,
Kepler-395,kepler-395,0.53,,,0.56,0.02,0.02,,,,,,-0.163,,,4262.0,100.0,100.0,,,,,
Kepler-396,kepler-396,0.81,1.3,0.58,1.04,0.41,0.41,,,,,,-0.129,,,5384.0,,,,,,,
Kepler-397,kepler-397,,,,0.77,0.07,0.07,,,,,,-0.035,,,5307.0,100.0,100.0,,,,,
Kepler-398,kepler-398,,,,0.61,0.03,0.03,,,,,,-0.046,,,4493.0,100.0,100.0,,,,,
Kepler-399,kepler-399,,,,0.68,0.36,0.36,,,,,,-0.827,,,5502.0,200.0,200.0,,,,,
Kepler-4,kepler-4,1.223,0.091,0.091,1.487,0.084,0.084,4.5,1.5,1.5,1.5,1.5,0.17,0.06,0.06,5857.0,120.0,120.0,,12.7,,,
Kepler-40,kepler-40,1.48,0.06,0.06,2.13,0.06,0.06,2.8,0.3,0.3,0.3,0.3,0.1,0.1,0.1,6510.0,100.0,100.0,,14.76,,,
Kepler-400,kepler-400,,,,1.15,0.21,0.21,,,,,,0.009,,,5886.0,100.0,100.0,,,,,
Kepler-401,kepler-401,,,,1.33,0.24,0.24,,,,,,-0.297,,,6117.0,100.0,100.0,,,,,
Kepler-402,kepler-402,,,,1.26,0.24,0.24,,,,,,-0.22,,,6090.0,120.0,120.0,,,,,
Kepler-403,kepler-403,,,,1.33,0.24,0.24,,,,,,-0.145,,,6090.0,100.0,100.0,,,,,
Kepler-404,kepler-404,,,,0.88,0.33,0.33,,,,,,-0.009,,,5654.0,200.0,200.0,,,,,
Kepler-405,kepler-405,,,,0.89,0.42,0.42,,,,,,-0.131,,,5818.0,250.0,250.0,,,,,
Kepler-406,kepler-406,1.07,0.06,0.06,1.07,0.02,0.02,5.84,,,,,0.18,0.07,0.07,5538.0,75.0,75.0,,12.52,,,
Kepler-408,kepler-408,1.08,0.07,0.07,1.23,0.03,0.03,6.68,,,,,-0.2,0.1,0.1,6104.0,74.0,74.0,,9.0,,,
Kepler-409,kepler-409,0.92,0.06,0.06,0.89,0.02,0.02,6.98,0.5,0.4,0.5,0.4,0.08,0.1,0.1,5460.0,75.0,75.0,,9.439,,,
Kepler-41,kepler-41,0.94,0.09,0.09,0.966,0.032,0.032,7.4,3.4,3.4,3.4,3.4,-0.09,0.16,0.16,5660.0,100.0,100.0,,14.5,,,
Kepler-410 A,kepler-410a,1.3,0.07,0.07,1.41,0.07,0.07,2.76,0.54,0.54,0.54,0.54,0.09,0.04,0.04,6375.0,44.0,44.0,,9.5,,,
KOI-1781,koi-1781,0.83,0.1,0.04,0.79,0.06,0.07,,,,,,0.23,0.48,0.37,4974.0,51.0,46.0,,12.5,,,
Kepler-412,kepler-412,1.167,0.091,0.091,1.287,0.035,0.035,5.1,1.7,1.7,1.7,1.7,0.27,0.12,0.12,5750.0,90.0,90.0,,13.73,,,
Kepler-413 (AB),kepler-413(ab),1.3623,,,0.7761,,,,,,,,,,,4700.0,,,,,,,
KOI-1474,koi-1474,1.22,0.08,0.08,1.4,0.21,0.21,2.8,1.3,1.3,1.3,1.3,0.0,0.16,0.16,6230.0,100.0,100.0,,14.0,,,
Kepler-42,kepler-42,0.13,0.05,0.05,0.17,0.05,0.05,,,,,,-0.48,0.17,0.17,3068.0,174.0,174.0,,16.12,,,
Kepler-421,kepler-421,0.794,0.03,0.03,0.757,0.029,0.029,4.0,0.8,0.8,0.8,0.8,-0.25,0.08,0.08,5308.0,50.0,50.0,,,,,
Kepler-422,kepler-422,1.15,0.06,0.06,1.24,0.12,0.12,,,,,,0.23,0.09,0.09,5972.0,84.0,84.0,,13.642,,,
Kepler-423,kepler-423,1.07,0.05,0.05,0.99,0.054,0.054,,,,,,0.26,0.12,0.12,5790.0,,,,14.499,,,
Kepler-424,kepler-424,1.01,0.054,0.054,0.94,0.056,0.056,,,,,,0.44,0.14,0.14,5460.0,81.0,81.0,,14.497,,,
Kepler-43,kepler-43,1.32,0.09,0.09,1.42,0.07,0.07,2.8,0.8,1.0,0.8,1.0,0.33,0.11,0.11,6041.0,143.0,143.0,,14.0,,,
Kepler-430,kepler-430,1.166,0.095,0.134,1.485,0.234,0.266,,,,,,0.2,0.1,0.1,5884.0,75.0,75.0,,,,,
Kepler-431,kepler-431,1.071,0.037,0.059,1.092,0.109,0.191,,,,,,0.07,0.1,0.1,6004.0,75.0,75.0,,,,,
Kepler-436,kepler-436,0.729,0.03,0.03,0.697,0.025,0.025,3.0,7.7,0.3,7.7,0.3,0.01,0.1,0.1,4551.0,100.0,100.0,,16.3,,,
Kepler-437,kepler-437,0.707,0.03,0.03,0.68,0.025,0.025,2.9,7.5,0.3,7.5,0.3,0.0,0.1,0.1,4551.0,100.0,100.0,,14.8,,,
Kepler-438,kepler-438,0.544,0.041,0.061,0.52,0.038,0.061,4.4,0.8,0.7,0.8,0.7,0.16,0.14,0.14,3748.0,112.0,112.0,,15.0,,,
Kepler-439,kepler-439,0.884,0.044,0.038,0.866,0.076,0.04,7.2,3.9,3.9,3.9,3.9,0.02,0.1,0.1,5431.0,100.0,100.0,,15.0,,,
Kepler-44,kepler-44,1.19,0.1,0.1,1.52,0.09,0.09,6.95,1.7,1.7,1.7,1.7,0.26,0.1,0.1,5757.0,134.0,134.0,,15.0,,,
Kepler-440,kepler-440,0.575,0.047,0.047,0.559,0.029,0.054,1.3,0.6,0.2,0.6,0.2,-0.3,0.15,0.15,4134.0,154.0,154.0,,15.5,,,
Kepler-441,kepler-441,0.572,0.05,0.05,0.55,0.038,0.054,1.9,0.5,0.5,0.5,0.5,-0.57,0.18,0.18,4340.0,177.0,177.0,,15.5,,,
Kepler-442,kepler-442,0.609,0.03,0.03,0.598,0.024,0.024,2.9,8.1,0.2,8.1,0.2,-0.37,0.1,0.1,4402.0,100.0,100.0,,15.3,,,
Kepler-443,kepler-443,0.738,0.033,0.033,0.706,0.028,0.028,3.2,7.3,0.4,7.3,0.4,-0.01,0.1,0.1,4723.0,100.0,100.0,,16.2,,,
Kepler-444,kepler-444,0.758,0.043,0.043,0.752,0.014,0.014,11.23,0.99,0.99,0.99,0.99,-0.55,0.07,0.07,5046.0,74.0,74.0,,9.0,,,
Kepler-445,kepler-445,0.18,0.04,0.04,0.21,0.03,0.03,,,,,,0.19,0.12,0.12,3157.0,60.0,60.0,,18.0,,,
Kepler-446,kepler-446,0.22,0.05,0.05,0.24,0.04,0.04,,,,,,-0.3,0.12,0.12,3359.0,60.0,60.0,,16.5,,,
Kepler-447,kepler-447,1.0,0.21,0.21,1.03,0.16,0.16,,,,,,0.07,0.05,0.05,5493.0,62.0,62.0,,12.5,,,
KOI-12,koi-12,1.452,0.093,0.093,1.63,0.15,0.15,1.5,0.5,0.5,0.5,0.5,,,,6820.0,120.0,120.0,,11.51,,,
Kepler-449,kepler-449,0.969,0.053,0.053,1.467,0.033,0.033,,,,,,,,,5552.0,,,,11.411,,,
Kepler-45,kepler-45,0.59,0.06,0.06,0.55,0.11,0.11,,,,,,0.08,0.05,0.05,3820.0,90.0,90.0,,16.88,,,
Kepler-450,kepler-450,1.346,0.084,0.084,1.57,0.085,0.085,,,,,,-0.342,,,6152.0,,,,11.684,,,
Kepler-452,kepler-452,1.037,0.047,0.054,1.11,0.09,0.15,6.0,2.0,2.0,2.0,2.0,0.21,0.09,0.09,5757.0,85.0,85.0,,13.7,,,
Kepler-453 A,kepler-453a,0.934,0.01,0.01,0.833,0.011,0.011,,,,,,,,,5527.0,100.0,100.0,,,,,
Kepler-454,kepler-454,1.028,0.04,0.04,1.066,0.012,0.012,5.25,1.4,1.4,1.4,1.4,0.32,0.08,0.08,5687.0,49.0,49.0,,11.57,,,
 KIC 3558849 b,kic3558849b,-0.42,0.28,0.26,0.98,0.11,0.11,0.105,0.105,,0.105,,,,,,,,,kepler455,,,
" KIC 5951458 b""","kic5951458b""",0.3,0.3,0.98,0.21,0.21,1.52,0.82,,,,,,,-0.5,,,6258.0,,288.991575019,,,
" KIC 8540376 b""","kic8540376b""",0.32,0.23,1.04,0.2,0.2,1.26,0.56,,,,,,,-0.16,,,6474.0,,282.37753751,,,
Kepler-457,kepler-457,1.04,0.2,0.2,1.26,0.56,0.56,,,,,,-0.16,0.32,0.23,6474.0,267.0,178.0,,,,,
KIC 9663113,kic9663113,0.98,0.13,0.13,1.03,0.12,0.12,,,,,,-0.28,0.3,0.28,6065.0,180.0,155.0,,,,,
Kepler-46,kepler-46,0.902,0.04,0.04,0.94,0.04,0.04,9.9,3.1,3.1,3.1,3.1,0.41,0.1,0.1,5155.0,105.0,105.0,,15.3,,,
Kepler-461,kepler-461,0.98,0.03,0.02,0.91,0.02,0.02,,,,,,0.04,0.092,0.089,5634.0,45.6,43.2,,,,,
KOI-89,koi-89,1.965,0.256,0.256,2.3,0.2,0.2,,,,,,,,,7717.0,225.0,225.0,,11.73,,,
Kepler-463,kepler-463,0.87,0.05,0.05,0.9,0.08,0.13,,,,,,-0.28,0.116,0.124,5661.0,99.18,105.05,,,,,
Kepler-464,kepler-464,1.21,0.08,0.07,1.59,0.06,0.07,,,,,,0.19,0.071,0.074,5933.0,54.45,67.87,,,,,
Kepler-465,kepler-465,1.23,0.03,0.04,1.29,0.07,0.11,,,,,,0.09,0.082,0.082,6310.0,60.38,63.38,,,,,
Kepler-466,kepler-466,1.04,0.04,0.04,1.05,0.06,0.08,,,,,,-0.01,0.091,0.092,5927.0,68.52,77.35,,,,,
Kepler-467,kepler-467,1.05,0.03,0.03,1.37,0.03,0.04,,,,,,0.06,0.049,0.072,5809.0,60.25,68.69,,,,,
Kepler-468,kepler-468,0.96,0.03,0.02,0.87,0.02,0.02,,,,,,0.1,0.084,0.086,5498.0,68.06,60.91,,,,,
Kepler-469,kepler-469,1.14,0.08,0.14,1.53,0.28,0.31,,,,,,0.14,0.087,0.095,5892.0,83.85,95.5,,,,,
Kepler-47 (AB),kepler-47(ab),1.043,0.055,0.055,0.964,0.017,0.017,,,,,,,,,5636.0,100.0,100.0,,,,,
Kepler-470,kepler-470,1.4,0.16,0.22,1.66,0.31,0.67,,,,,,0.04,0.163,0.124,6613.0,197.49,203.78,,,,,
Kepler-471,kepler-471,1.49,0.18,0.22,1.8,0.36,0.65,,,,,,0.07,0.156,0.144,6733.0,288.8,288.74,,,,,
Kepler-472,kepler-472,0.85,0.03,0.03,0.78,0.01,0.02,,,,,,0.16,0.098,0.093,4996.0,84.63,82.76,,,,,
Kepler-473,kepler-473,1.06,0.06,0.07,1.34,0.22,0.26,,,,,,0.12,0.084,0.093,5816.0,91.94,74.23,,,,,
Kepler-474,kepler-474,0.99,0.05,0.05,1.08,0.12,0.17,,,,,,-0.01,0.127,0.088,5785.0,97.56,92.56,,,,,
Kepler-475,kepler-475,0.86,0.03,0.03,0.79,0.01,0.02,,,,,,0.21,0.092,0.081,5009.0,77.64,85.0,,,,,
Kepler-476,kepler-476,1.03,0.04,0.05,1.09,0.1,0.16,,,,,,0.04,0.099,0.09,5837.0,99.97,101.08,,,,,
Kepler-477,kepler-477,0.87,0.03,0.03,0.79,0.02,0.02,,,,,,-0.04,0.1,0.112,5240.0,41.14,49.3,,,,,
Kepler-478,kepler-478,0.85,0.04,0.03,0.8,0.02,0.03,,,,,,-0.03,0.107,0.105,5210.0,70.31,69.43,,,,,
Kepler-479,kepler-479,0.86,0.04,0.03,0.81,0.02,0.03,,,,,,-0.02,0.107,0.102,5247.0,57.4,73.63,,,,,
Kepler-48,kepler-48,0.88,0.06,0.06,0.89,0.05,0.05,3.14,,,,,0.17,0.07,0.07,5194.0,73.0,73.0,,13.04,,,
Kepler-480,kepler-480,1.25,0.04,0.05,1.34,0.1,0.14,,,,,,0.11,0.091,0.094,6322.0,65.0,71.6,,,,,
Kepler-481,kepler-481,1.01,0.04,0.04,1.09,0.11,0.16,,,,,,0.03,0.091,0.087,5802.0,66.2,73.64,,,,,
Kepler-482,kepler-482,0.75,0.04,0.04,0.72,0.03,0.03,,,,,,-0.13,0.118,0.11,4871.0,61.54,63.64,,,,,
Kepler-483,kepler-483,1.28,0.07,0.1,1.47,0.19,0.31,,,,,,0.09,0.089,0.091,6346.0,73.37,79.71,,,,,
Kepler-484,kepler-484,0.96,0.03,0.02,0.87,0.02,0.02,,,,,,-0.1,0.085,0.09,5668.0,48.74,54.61,,,,,
Kepler-485,kepler-485,1.07,0.07,0.08,1.09,0.12,0.26,,,,,,0.04,0.161,0.147,5958.0,153.72,105.05,,,,,
Kepler-486,kepler-486,0.79,0.04,0.04,0.75,0.04,0.03,,,,,,-0.04,0.166,0.15,4926.0,45.25,44.94,,,,,
Kepler-487,kepler-487,0.91,0.04,0.04,0.88,0.04,0.05,,,,,,0.0,0.105,0.099,5444.0,77.87,89.78,,,,,
Kepler-488,kepler-488,1.07,0.07,0.07,1.09,0.1,0.27,,,,,,0.03,0.172,0.139,5970.0,95.08,97.43,,,,,
Kepler-489,kepler-489,0.82,0.03,0.03,0.76,0.02,0.02,,,,,,0.0,0.1,0.105,5014.0,58.34,70.48,,,,,
Kepler-49,kepler-49,0.55,,,0.53,,,,,,,,,,,3974.0,,,,15.5,,,
Kepler-490,kepler-490,1.08,0.07,0.1,1.12,0.13,0.32,,,,,,-0.02,0.177,0.132,6045.0,126.76,142.42,,,,,
Kepler-491,kepler-491,1.04,0.03,0.03,1.03,0.06,0.09,,,,,,0.37,0.053,0.049,5582.0,61.11,53.81,,,,,
Kepler-492,kepler-492,0.94,0.05,0.04,0.91,0.06,0.11,,,,,,0.07,0.149,0.15,5527.0,124.59,85.37,,,,,
Kepler-493,kepler-493,1.36,0.14,0.16,1.54,0.26,0.51,,,,,,0.11,0.133,0.153,6457.0,229.75,210.24,,,,,
Kepler-494,kepler-494,1.1,0.06,0.07,1.26,0.18,0.23,,,,,,0.02,0.099,0.084,6007.0,100.66,105.19,,,,,
Kepler-495,kepler-495,0.86,0.05,0.04,0.83,0.05,0.07,,,,,,-0.07,0.173,0.153,5346.0,91.17,128.17,,,,,
Kepler-496,kepler-496,0.86,0.05,0.04,0.82,0.05,0.06,,,,,,-0.03,0.172,0.149,5293.0,98.03,81.95,,,,,
Kepler-497,kepler-497,1.09,0.06,0.1,1.11,0.12,0.29,,,,,,0.24,0.175,0.113,5834.0,141.15,110.98,,,,,
Kepler-498,kepler-498,0.98,0.06,0.06,0.96,0.08,0.16,,,,,,-0.04,0.175,0.145,5744.0,96.94,144.47,,,,,
Kepler-499,kepler-499,0.87,0.05,0.05,0.83,0.05,0.07,,,,,,0.0,0.173,0.148,5312.0,145.28,140.65,,,,,
Kepler-5,kepler-5,1.374,0.056,0.056,1.793,0.053,0.053,,,,,,0.04,0.06,0.06,6297.0,60.0,60.0,,,,,
Kepler-50,kepler-50,1.24,0.05,0.05,1.58,0.02,0.02,3.8,0.8,0.8,0.8,0.8,,,,6225.0,66.0,66.0,,11.0,,,
Kepler-500,kepler-500,1.02,0.04,0.04,1.03,0.07,0.1,,,,,,0.03,0.101,0.092,5813.0,97.3,100.75,,,,,
Kepler-501,kepler-501,1.03,0.06,0.08,1.04,0.1,0.17,,,,,,-0.03,0.171,0.14,5904.0,126.78,207.83,,,,,
Kepler-502,kepler-502,1.15,0.09,0.13,1.22,0.16,0.37,,,,,,0.05,0.155,0.138,6125.0,154.49,113.77,,,,,
