Primary planet name,All planet names,Lists,Mass [Mjup],Mass [Mjup] errorminus,Mass [Mjup] errorplus,Mass [Mjup] lowerlimit,Mass [Mjup] upperlimit,Radius [Rjup],Radius [Rjup] errorminus,Radius [Rjup] errorplus,Radius [Rjup] lowerlimit,Radius [Rjup] upperlimit,Orbital period [days],Orbital period [days] errorminus,Orbital period [days] errorplus,Orbital period [days] lowerlimit,Orbital period [days] upperlimit,Eccentricity,Eccentricity errorminus,Eccentricity errorplus,Eccentricity lowerlimit,Eccentricity upperlimit,Equilibrium temperature [K],Equilibrium temperature [K] errorminus,Equilibrium temperature [K] errorplus,Equilibrium temperature [K] lowerlimit,Equilibrium temperature [K] upperlimit,Discovery method,Discovery year,Last updated [yy/mm/dd],source (xml)
Kepler-287 b,Kepler-287 b|KOI-1307 b|KOI-1307.02|KIC 10973814 b|KIC 10973814.02,Confirmed planets,,,,,,0.21233,0.00547,0.09660,,,20.342199,.000084,0.000084,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-287.xml
Kepler-288 c,Kepler-288 c|KOI-1332 c|KOI-1332.01|KIC 4455231 c|KIC 4455231.01,Confirmed planets,,,,,,0.25972,0.03281,0.12394,,,19.305772,.000135,0.000135,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-288.xml
Kepler-288 b,Kepler-288 b|KOI-1332 b|KOI-1332.02|KIC 4455231 b|KIC 4455231.02,Confirmed planets,,,,,,0.15219,0.07290,0.07290,,,6.097326,.000064,0.000064,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-288.xml
Kepler-288 d,Kepler-288 d|KOI-1332 d|KOI-1332.03|KIC 4455231 d|KIC 4455231.03,Confirmed planets,,,,,,0.24332,0.02461,0.11574,,,56.633742,.000908,0.000908,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-288.xml
Kepler-289 b,Kepler-289 b|KOI-1353 b|KOI-1353.02|KIC 7303287 b|KIC 7303287.02|PH3 b,Confirmed planets,0.023,0.021,0.021,,,0.192,0.009,0.009,,,34.5450,0.0005,0.0005,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-289.xml
PH3 c,PH3 c|Kepler-289 d|KOI-1353 d|KIC 7303287 d,Confirmed planets,0.013,0.003,0.003,,,0.239,0.015,0.015,,,66.0634,0.0114,0.0114,,,,,,,,,,,,,transit,2014,14/11/01,Kepler-289.xml
Kepler-289 c,Kepler-289 c|KOI-1353 c|KOI-1353.01|KIC 7303287 c|KIC 7303287.01|PH3 d,Confirmed planets,0.415,0.053,0.053,,,1.034,0.017,0.017,,,125.8518,0.0076,0.0076,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-289.xml
Kepler-29 b,Kepler-29 b|KOI-738.01|KOI-738 b|KIC 10358759 b,Confirmed planets,0.014184,0.004619,0.004436,,,0.328069,,,,,10.33,,,,,,,,,,,,,,,transit,2012,16/01/13,Kepler-29.xml
Kepler-29 c,Kepler-29 c|KOI-738.02|KOI-738 c|KIC 10358759 c,Confirmed planets,0.012579,0.004065,0.003883,,,0.26427,,,,,13.2907,,,,,,,,,,,,,,,transit,2012,16/01/13,Kepler-29.xml
Kepler-290 c,Kepler-290 c|KOI-1360 c|KOI-1360.01|KIC 7102227 c|KIC 7102227.01,Confirmed planets,,,,,,0.24605,0.03554,0.12667,,,36.770310,.000183,0.000183,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-290.xml
Kepler-290 b,Kepler-290 b|KOI-1360 b|KOI-1360.02|KIC 7102227 b|KIC 7102227.02,Confirmed planets,,,,,,0.20504,0.02005,0.11118,,,14.589347,.000066,0.000066,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-290.xml
Kepler-291 b,Kepler-291 b|KOI-1363 b|KOI-1363.01|KIC 6936909 b|KIC 6936909.01,Confirmed planets,,,,,,0.19684,0.08566,0.08566,,,3.546511,.000016,0.000016,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-291.xml
Kepler-291 c,Kepler-291 c|KOI-1363 c|KOI-1363.02|KIC 6936909 c|KIC 6936909.02,Confirmed planets,,,,,,0.17132,0.07473,0.07473,,,5.700786,.000055,0.000055,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-291.xml
Kepler-292 f,Kepler-292 f|KOI-1364 f|KOI-1364.01|KIC 6962977 f|KIC 6962977.01,Confirmed planets,,,,,,0.21416,0.02005,0.02005,,,20.834237,.000184,0.000184,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-292.xml
Kepler-292 d,Kepler-292 d|KOI-1364 d|KOI-1364.02|KIC 6962977 d|KIC 6962977.02,Confirmed planets,,,,,,0.20322,0.01914,0.01914,,,7.055679,.000043,0.000043,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-292.xml
Kepler-292 e,Kepler-292 e|KOI-1364 e|KOI-1364.03|KIC 6962977 e|KIC 6962977.03,Confirmed planets,,,,,,0.24332,0.03190,0.03190,,,11.979010,.000101,0.000101,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-292.xml
Kepler-292 c,Kepler-292 c|KOI-1364 c|KOI-1364.04|KIC 6962977 c|KIC 6962977.04,Confirmed planets,,,,,,0.13396,0.01367,0.01367,,,3.715335,.000033,0.000033,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-292.xml
Kepler-292 b,Kepler-292 b|KOI-1364 b|KOI-1364.05|KIC 6962977 b|KIC 6962977.05,Confirmed planets,,,,,,0.12029,0.01276,0.01276,,,2.580827,.000020,0.000020,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-292.xml
Kepler-293 b,Kepler-293 b|KOI-1366 b|KOI-1366.01|KIC 6932987 b|KIC 6932987.01,Confirmed planets,,,,,,0.27977,0.02734,0.11847,,,19.254196,.000079,0.000079,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-293.xml
Kepler-293 c,Kepler-293 c|KOI-1366 c|KOI-1366.02|KIC 6932987 c|KIC 6932987.02,Confirmed planets,,,,,,0.34903,0.05741,0.14854,,,54.155743,.000466,0.000466,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-293.xml
Kepler-294 c,Kepler-294 c|KOI-1396 c|KOI-1396.01|KIC 9455556 c|KIC 9455556.01,Confirmed planets,,,,,,0.24696,0.02461,0.11574,,,6.626400,.000028,0.000028,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-294.xml
Kepler-294 b,Kepler-294 b|KOI-1396 b|KOI-1396.02|KIC 9455556 b|KIC 9455556.02,Confirmed planets,,,,,,0.16130,0.07564,0.07564,,,3.701212,.000025,0.000025,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-294.xml
Kepler-295 b,Kepler-295 b|KOI-1413 b|KOI-1413.01|KIC 9006449 b|KIC 9006449.01,Confirmed planets,,,,,,0.11118,0.05832,0.05832,,,12.645164,.000181,0.000181,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-295.xml
Kepler-295 c,Kepler-295 c|KOI-1413 c|KOI-1413.02|KIC 9006449 c|KIC 9006449.02,Confirmed planets,,,,,,0.10662,0.05650,0.05650,,,21.526258,.000336,0.000336,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-295.xml
Kepler-295 d,Kepler-295 d|KOI-1413 d|KOI-1413.03|KIC 9006449 d|KIC 9006449.03,Confirmed planets,,,,,,0.12394,0.06561,0.06561,,,33.884054,.000685,0.000685,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-295.xml
Kepler-296 c,Kepler-296 c|Kepler-296 Ac|KOI-1422 c|KOI-1422.01|KIC 11497958 c|KIC 11497958.01 c|2MASS J19060960+4926143 c,Confirmed planets|Planets in binary systems| S-type,,,,,,0.178,0.029,0.029,,,5.8416366,0.000010,0.000010,,,,,,,0.33,,,,,,transit,2014,15/05/11,Kepler-296.xml
Kepler-296 d,Kepler-296 d|Kepler-296 Ad|KOI-1422 d|KOI-1422.02|KIC 11497958 d|KIC 11497958.02 d|2MASS J19060960+4926143 d,Confirmed planets|Planets in binary systems| S-type,,,,,,0.186,0.029,0.029,,,19.850291,0.000057,0.000061,,,,,,,0.33,,,,,,transit,2014,15/05/11,Kepler-296.xml
Kepler-296 b,Kepler-296 b|Kepler-296 Ab|KOI-1422 b|KOI-1422.03|KIC 11497958 b|KIC 11497958.03 b|2MASS J19060960+4926143 b,Confirmed planets|Planets in binary systems| S-type,,,,,,0.144,0.024,0.026,,,10.864384,0.000046,0.000051,,,,,,,0.33,,,,,,transit,2014,15/05/11,Kepler-296.xml
Kepler-296 f,Kepler-296 f|Kepler-296 Af|KOI-1422 f|KOI-1422.04|KIC 11497958 f|KIC 11497958.04 f|2MASS J19060960+4926143 f,Confirmed planets|Planets in binary systems| S-type,,,,,,0.161,0.027,0.028,,,63.33627,0.00062,0.00060,,,,,,,0.33,,,,,,transit,2014,15/05/11,Kepler-296.xml
Kepler-296 e,Kepler-296 e|Kepler-296 Ae|KOI-1422 e|KOI-1422.05|KIC 11497958 e|KIC 11497958.05 e|2MASS J19060960+4926143 e,Planets in binary systems| S-type|Confirmed planets,,,,,,0.136,0.022,0.024,,,34.14211,0.00025,0.00025,,,,,,,0.33,,,,,,transit,2014,15/05/11,Kepler-296.xml
Kepler-297 b,Kepler-297 b|KOI-1426 b|KOI-1426.01|KIC 11122894 b|KIC 11122894.01,Confirmed planets,,,,,,0.26154,0.04739,0.04739,,,38.871826,.000153,0.000153,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-297.xml
Kepler-297 c,Kepler-297 c|KOI-1426 c|KOI-1426.02|KIC 11122894 c|KIC 11122894.02,Confirmed planets,0.13,0.03,0.04,,,0.66,0.07,0.30,,,74.920137,.000120,0.000120,,,,,,,,,,,,,transit,2014,15/12/03,Kepler-297.xml
Kepler-298 b,Kepler-298 b|KOI-1430 b|KOI-1430.01|KIC 11176127 b|KIC 11176127.01,Confirmed planets,,,,,,0.17862,0.00911,0.00911,,,10.475464,.000027,0.000027,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-298.xml
Kepler-298 c,Kepler-298 c|KOI-1430 c|KOI-1430.02|KIC 11176127 c|KIC 11176127.02,Confirmed planets,,,,,,0.17588,0.02005,0.02005,,,22.928810,.000380,0.000380,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-298.xml
Kepler-298 d,Kepler-298 d|KOI-1430 d|KOI-1430.03|KIC 11176127 d|KIC 11176127.03,Confirmed planets,,,,,,0.22783,0.01823,0.01823,,,77.473633,.000615,0.000615,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-298.xml
Kepler-299 c,Kepler-299 c|KOI-1432 c|KOI-1432.01|KIC 11014932 c|KIC 11014932.01,Confirmed planets,,,,,,0.24150,0.05741,0.05741,,,6.885875,.000040,0.000040,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-299.xml
Kepler-299 d,Kepler-299 d|KOI-1432 d|KOI-1432.02|KIC 11014932 d|KIC 11014932.02,Confirmed planets,,,,,,0.16950,0.03463,0.03463,,,15.054786,.000189,0.000189,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-299.xml
Kepler-299 b,Kepler-299 b|KOI-1432 b|KOI-1432.03|KIC 11014932 b|KIC 11014932.03,Confirmed planets,,,,,,0.12029,0.02461,0.02461,,,2.927128,.000033,0.000033,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-299.xml
Kepler-299 e,Kepler-299 e|KOI-1432 e|KOI-1432.04|KIC 11014932 e|KIC 11014932.04,Confirmed planets,,,,,,0.17041,0.03554,0.03554,,,38.285489,.001428,0.001428,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-299.xml
Kepler-300 c,Kepler-300 c|KOI-1435 c|KOI-1435.01|KIC 11037335 c|KIC 11037335.01,Confirmed planets,,,,,,0.20504,0.00365,0.09478,,,40.714955,.000245,0.000245,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-300.xml
Kepler-300 b,Kepler-300 b|KOI-1435 b|KOI-1435.02|KIC 11037335 b|KIC 11037335.02,Confirmed planets,,,,,,0.15219,0.06926,0.06926,,,10.446347,.000043,0.000043,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-300.xml
Kepler-301 b,Kepler-301 b|KOI-1436 b|KOI-1436.01|KIC 11389771 b|KIC 11389771.01,Confirmed planets,,,,,,0.12303,0.06561,0.06561,,,2.508553,.000012,0.000012,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-301.xml
Kepler-301 d,Kepler-301 d|KOI-1436 d|KOI-1436.02|KIC 11389771 d|KIC 11389771.02,Confirmed planets,,,,,,0.15948,0.08566,0.08566,,,13.751243,.000081,0.000081,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-301.xml
Kepler-301 c,Kepler-301 c|KOI-1436 c|KOI-1436.03|KIC 11389771 c|KIC 11389771.03,Confirmed planets,,,,,,0.12303,0.06561,0.06561,,,5.419026,.000032,0.000032,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-301.xml
Kepler-302 c,Kepler-302 c|KOI-1486 c|KOI-1486.01|KIC 7898352 c|KIC 7898352.01,Confirmed planets,,,,,,1.13457,0.04921,0.23147,,,127.282184,.000427,0.000427,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-302.xml
Kepler-302 b,Kepler-302 b|KOI-1486 b|KOI-1486.02|KIC 7898352 b|KIC 7898352.02,Confirmed planets,,,,,,0.36999,0.07746,0.07746,,,30.184104,.000203,0.000203,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-302.xml
Kepler-303 b,Kepler-303 b|KOI-1515 b|KOI-1515.01|KIC 7871954 b|KIC 7871954.01,Confirmed planets,,,,,,0.08111,0.00456,0.00456,,,1.937055,.000004,0.000004,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-303.xml
Kepler-303 c,Kepler-303 c|KOI-1515 c|KOI-1515.02|KIC 7871954 c|KIC 7871954.02,Confirmed planets,,,,,,0.10389,0.00820,0.00820,,,7.061149,.000019,0.000019,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-303.xml
Kepler-304 b,Kepler-304 b|KOI-1557 b|KOI-1557.01|KIC 5371776 b|KIC 5371776.01,Confirmed planets,,,,,,0.26063,0.01914,0.01914,,,3.295709,.000002,0.000002,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-304.xml
Kepler-304 d,Kepler-304 d|KOI-1557 d|KOI-1557.02|KIC 5371776 d|KIC 5371776.02,Confirmed planets,,,,,,0.25061,0.01914,0.01914,,,9.653471,.000015,0.000015,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-304.xml
Kepler-304 c,Kepler-304 c|KOI-1557 c|KOI-1557.03|KIC 5371776 c|KIC 5371776.03,Confirmed planets,,,,,,0.19775,0.01367,0.01367,,,5.315946,.000007,0.000007,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-304.xml
Kepler-304 e,Kepler-304 e,Confirmed planets,,,,,,0.107,0.003,0.005,,,1.499146950,0.000002800,0.000002800,,,,,,,,,,,,,transit,2016,16/05/10,Kepler-304.xml
Kepler-305 b,Kepler-305 b|KOI-1563 b|KOI-1563.01|KIC 5219234 b|KIC 5219234.01,Confirmed planets,,,,,,0.26246,0.01823,0.01823,,,5.487108,.000021,0.000021,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-305.xml
Kepler-305 c,Kepler-305 c|KOI-1563 c|KOI-1563.02|KIC 5219234 c|KIC 5219234.02,Confirmed planets,,,,,,0.25608,0.02734,0.02734,,,8.290858,.000056,0.000056,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-305.xml
Kepler-305 d,Kepler-305 d|KOI-1563 d|KOI-1563.04|KIC 5219234 d|KIC 5219234.04,Confirmed planets,,,,,,0.24696,0.03736,0.03736,,,16.738661,.000145,0.000145,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-305.xml
Kepler-306 c,Kepler-306 c|KOI-1567 c|KOI-1567.01|KIC 5438099 c|KIC 5438099.01,Confirmed planets,,,,,,0.21416,0.01731,0.01731,,,7.240193,.000032,0.000032,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-306.xml
Kepler-306 b,Kepler-306 b|KOI-1567 b|KOI-1567.02|KIC 5438099 b|KIC 5438099.02,Confirmed planets,,,,,,0.13852,0.00911,0.00911,,,4.646186,.000025,0.000025,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-306.xml
Kepler-306 d,Kepler-306 d|KOI-1567 d|KOI-1567.03|KIC 5438099 d|KIC 5438099.03,Confirmed planets,,,,,,0.22509,0.02187,0.02187,,,17.326644,.000137,0.000137,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-306.xml
Kepler-306 e,Kepler-306 e|KOI-1567 e|KOI-1567.04|KIC 5438099 e|KIC 5438099.04,Confirmed planets,,,,,,0.20687,0.01367,0.01367,,,44.840975,.000439,0.000439,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-306.xml
Kepler-307 b,Kepler-307 b|KOI-1576 b|KOI-1576.01|KIC 5299459 b|KIC 5299459.01,Confirmed planets,0.023403,0.002740,0.002854,,,0.29162,0.02825,0.11938,,,10.416,,,,,,,,,,,,,,,transit,2013,16/01/13,Kepler-307.xml
Kepler-307 c,Kepler-307 c|KOI-1576 c|KOI-1576.02|KIC 5299459 c|KIC 5299459.02,Confirmed planets,0.011468,0.001825,0.002055,,,0.25516,0.01276,0.10389,,,13.084,,,,,,,,,,,,,,,transit,2013,16/01/13,Kepler-307.xml
KOI-1576.03,KOI-1576.03,Kepler Objects of Interest,,,,,,0.14854,0.06197,0.06197,,,23.340320000000,5.20000e-04,5.20000e-04,,,,,,,,640.0,,,,,transit,2014,14/02/25,Kepler-307.xml
Kepler-308 b,Kepler-308 b|KOI-1593 b|KOI-1593.01|KIC 5289854 b|KIC 5289854.01,Confirmed planets,,,,,,0.19320,0.00182,0.09295,,,9.694928,.000090,0.000090,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-308.xml
Kepler-308 c,Kepler-308 c|KOI-1593 c|KOI-1593.02|KIC 5289854 c|KIC 5289854.02,Confirmed planets,,,,,,0.19684,0.00365,0.09478,,,15.382310,.000171,0.000171,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-308.xml
Kepler-309 b,Kepler-309 b|KOI-1596 b|KOI-1596.01|KIC 10027323 b|KIC 10027323.01,Confirmed planets,,,,,,0.14216,0.01276,0.01276,,,5.923653,.000028,0.000028,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-309.xml
Kepler-309 c,Kepler-309 c|KOI-1596 c|KOI-1596.02|KIC 10027323 c|KIC 10027323.02,Confirmed planets,,,,,,0.22874,0.01640,0.01640,,,105.356383,.000857,0.000857,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-309.xml
Kepler-31 b,Kepler-31 b|KOI-935 b|KOI-935.01|KIC 9347899 b|KIC 9347899.01,Confirmed planets,,,,,,0.57868,0.04465,0.13578,,,20.860674,.000048,0.000048,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-31.xml
Kepler-31 c,Kepler-31 c|KOI-935 c|KOI-935.02|KIC 9347899 c|KIC 9347899.02,Confirmed planets,,,,,,0.51489,0.02916,0.12029,,,42.632728,.000162,0.000162,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-31.xml
Kepler-31 d,Kepler-31 d|KOI-935 d|KOI-935.03|KIC 9347899 d|KIC 9347899.03,Confirmed planets,,,,,,0.41555,0.01002,0.10115,,,87.648901,.000801,0.000801,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-31.xml
Kepler-310 c,Kepler-310 c|KOI-1598 c|KOI-1598.01|KIC 10004738 c|KIC 10004738.01,Confirmed planets,,,,,,0.30802,0.05286,0.14399,,,56.475420,.000207,0.000207,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-310.xml
Kepler-310 d,Kepler-310 d|KOI-1598 d|KOI-1598.02|KIC 10004738 d|KIC 10004738.02,Confirmed planets,,,,,,0.22509,0.01367,0.10480,,,92.876125,.000785,0.000785,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-310.xml
Kepler-310 b,Kepler-310 b|KOI-1598 b|KOI-1598.03|KIC 10004738 b|KIC 10004738.03,Confirmed planets,,,,,,0.10845,0.05103,0.05103,,,13.930698,.000108,0.000108,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-310.xml
Kepler-311 b,Kepler-311 b|KOI-1608 b|KOI-1608.01|KIC 10055126 b|KIC 10055126.01,Confirmed planets,,,,,,0.15492,0.03007,0.03007,,,9.176092,.000057,0.000057,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-311.xml
Kepler-311 c,Kepler-311 c|KOI-1608 c|KOI-1608.02|KIC 10055126 c|KIC 10055126.02,Confirmed planets,,,,,,0.13032,0.02552,0.02552,,,19.738286,.000205,0.000205,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-311.xml
Kepler-312 c,Kepler-312 c|KOI-1628 c|KOI-1628.01|KIC 6975129 c|KIC 6975129.01,Confirmed planets,,,,,,0.28706,0.05559,0.05559,,,19.747412,.000068,0.000068,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-312.xml
Kepler-312 b,Kepler-312 b|KOI-1628 b|KOI-1628.02|KIC 6975129 b|KIC 6975129.02,Confirmed planets,,,,,,0.11756,0.02278,0.02278,,,1.772419,.000012,0.000012,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-312.xml
Kepler-313 b,Kepler-313 b|KOI-1647 b|KOI-1647.01|KIC 11153121 b|KIC 11153121.01,Confirmed planets,,,,,,0.23056,0.02825,0.02825,,,14.970418,.000114,0.000114,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-313.xml
Kepler-313 c,Kepler-313 c|KOI-1647 c|KOI-1647.02|KIC 11153121 c|KIC 11153121.02,Confirmed planets,,,,,,0.23420,0.03827,0.03827,,,32.273273,.000819,0.000819,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-313.xml
Kepler-314 c,Kepler-314 c|KOI-1692 c|KOI-1692.01|KIC 6616218 c|KIC 6616218.01,Confirmed planets,,,,,,0.26428,0.03919,0.03919,,,5.960392,.000005,0.000005,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-314.xml
Kepler-314 b,Kepler-314 b|KOI-1692 b|KOI-1692.02|KIC 6616218 b|KIC 6616218.02,Confirmed planets,,,,,,0.07564,0.01094,0.01094,,,2.461069,.000013,0.000013,,,,,,,,,,,,,transit,2014,14/02/26,Kepler-314.xml
