Primary star name(from standardize_OEC_star.csv),pl_hostname(from standardize_NASA_Catalogue_Star_Data.csv),Mass [MSun](from standardize_OEC_star.csv),st_mass(from standardize_NASA_Catalogue_Star_Data.csv),Mass [MSun] errorminus(from standardize_OEC_star.csv),st_masserr2(from standardize_NASA_Catalogue_Star_Data.csv),Mass [MSun] errorplus(from standardize_OEC_star.csv),st_masserr1(from standardize_NASA_Catalogue_Star_Data.csv),Radius [RSun](from standardize_OEC_star.csv),st_rad(from standardize_NASA_Catalogue_Star_Data.csv),Radius [RSun] errorminus(from standardize_OEC_star.csv),st_raderr2(from standardize_NASA_Catalogue_Star_Data.csv),Radius [RSun] errorplus(from standardize_OEC_star.csv),st_raderr1(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr](from standardize_OEC_star.csv),st_age(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] errorminus(from standardize_OEC_star.csv),st_ageerr2(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] errorplus(from standardize_OEC_star.csv),st_ageerr1(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] lowerlimit(from standardize_OEC_star.csv),Age [Gyr] lowerlimit(from standardize_NASA_Catalogue_Star_Data.csv),Age [Gyr] upperlimit(from standardize_OEC_star.csv),Age [Gyr] upperlimit(from standardize_NASA_Catalogue_Star_Data.csv),Metallicity [Fe/H](from standardize_OEC_star.csv),st_metfe(from standardize_NASA_Catalogue_Star_Data.csv),Metallicity [Fe/H] errorminus(from standardize_OEC_star.csv),st_metfeerr2(from standardize_NASA_Catalogue_Star_Data.csv),Metallicity [Fe/H] errorplus(from standardize_OEC_star.csv),st_metfeerr1(from standardize_NASA_Catalogue_Star_Data.csv),Temperature [K](from standardize_OEC_star.csv),st_teff(from standardize_NASA_Catalogue_Star_Data.csv),Temperature [K] errorminus(from standardize_OEC_star.csv),st_tefferr2(from standardize_NASA_Catalogue_Star_Data.csv),Temperature [K] errorplus(from standardize_OEC_star.csv),st_tefferr1(from standardize_NASA_Catalogue_Star_Data.csv),Spectral type(from standardize_OEC_star.csv),Spectral type(from standardize_NASA_Catalogue_Star_Data.csv),Visual magnitude(from standardize_OEC_star.csv),st_optmag(from standardize_NASA_Catalogue_Star_Data.csv),Visual magnitude errorminus(from standardize_OEC_star.csv),st_optmagerr(from standardize_NASA_Catalogue_Star_Data.csv),Visual magnitude errorplus(from standardize_OEC_star.csv),st_optmagerr(from standardize_NASA_Catalogue_Star_Data.csv),source (xml)(from standardize_OEC_star.csv),source (xml)(from standardize_NASA_Catalogue_Star_Data.csv)
Kepler-1076,Kepler-1076,,,,,,,,,,,,,,3.720,,1.930,,3.920,,,,,,,0.11,0.111,0.10,0.101,,,45.6,45.61,38.2,38.24,,,,12.906,,,,,Kepler-1076.xml,
Kepler-1077,Kepler-1077,,,,,,,,,,,,,,4.170,,2.400,,3.160,,,,,,,,,0.13,0.126,,,113.5,113.54,99.9,99.93,,,,14.998,,,,,Kepler-1077.xml,
Kepler-1078,Kepler-1078,,,,,,,,,,,,,,4.370,,2.640,,5.080,,,,,,,0.19,0.186,0.14,0.142,,,123.5,123.53,100.2,100.22,,,,15.620,,,,,Kepler-1078.xml,
Kepler-1079,Kepler-1079,,,,,,,,,,,,,,6.610,,2.200,,2.220,,,,,,,0.13,0.128,0.10,0.098,,,84.6,84.62,90.6,90.64,,,,12.584,,,,,Kepler-1079.xml,
Kepler-1080,Kepler-1080,,,,,,,,,,,,,,3.890,,2.020,,1.700,,,,,,,0.14,0.143,0.15,0.147,,,88.0,87.98,,,,,,13.754,,,,,Kepler-1080.xml,
Kepler-1081,Kepler-1081,,,,,,,,,,,,,,4.680,,2.950,,6.830,,,,,,,0.15,0.155,0.14,0.141,,,,,,,,,,13.746,,,,,Kepler-1081.xml,
Kepler-1082,Kepler-1082,,,,,,,,,,,,,,5.750,,2.330,,1.400,,,,,,,0.12,0.125,0.10,0.105,,,64.3,64.28,80.7,80.65,,,,13.380,,,,,Kepler-1082.xml,
Kepler-1083,Kepler-1083,,,,,,,,,,,,,,4.680,,2.820,,5.750,,,,,,,0.17,0.166,0.15,0.155,,,46.4,46.43,45.5,45.47,,,,15.824,,,,,Kepler-1083.xml,
Kepler-1084,Kepler-1084,,,,,,,,,,,,,,4.070,,1.460,,1.000,,,,,,,0.11,0.108,0.08,0.083,,,75.6,75.56,63.7,63.72,,,,12.217,,,,,Kepler-1084.xml,
Kepler-1085,Kepler-1085,,,,,,,,,,,,,,3.390,,1.690,,1.500,,,,,,,0.16,0.158,0.14,0.145,,,,,83.8,83.83,,,,15.273,,,,,Kepler-1085.xml,
Kepler-1086,Kepler-1086,,,,,,,,,,,,,,2.880,,1.360,,5.260,,,,,,,0.13,0.129,0.09,0.094,,,34.1,34.14,46.0,45.98,,,,15.561,,,,,Kepler-1086.xml,
Kepler-1087,Kepler-1087,,,,,,,,,,,,,,3.550,,2.190,,5.320,,,,,,,0.26,0.255,0.15,0.153,,,191.4,191.41,,,,,,12.953,,,,,Kepler-1087.xml,
Kepler-1088,Kepler-1088,,,,,,,,,,,,,,3.020,,1.390,,1.580,,,,,,,0.08,0.082,0.08,0.082,,,58.2,58.16,64.4,64.37,,,,11.863,,,,,Kepler-1088.xml,
Kepler-1089,Kepler-1089,,,,,,,,,,,,,,3.720,,2.080,,5.260,,,,,,,0.08,0.084,0.09,0.087,,,32.5,32.55,32.4,32.38,,,,15.535,,,,,Kepler-1089.xml,
Kepler-1090,Kepler-1090,,,,,,,,,,,,,,4.370,,2.640,,6.130,,,,,,,0.17,0.165,0.15,0.149,,,145.4,145.36,147.8,147.76,,,,15.001,,,,,Kepler-1090.xml,
Kepler-1266,Kepler-1266,,,,,,,,,,,,,,5.130,,3.170,,6.070,,,,,,,0.18,0.183,0.15,0.154,,,51.0,50.99,49.2,49.22,,,,15.860,,,,,Kepler-1266.xml,
Kepler-1267,Kepler-1267,,,,,,,,,,,,,,3.240,,1.510,,1.400,,,,,,,0.14,0.139,,,,,,,119.7,119.67,,,,15.829,,,,,Kepler-1267.xml,
Kepler-1268,Kepler-1268,,,,,,,,,,,,,,4.270,,2.430,,2.220,,,,,,,0.17,0.166,,,,,79.2,79.21,68.9,68.91,,,,15.272,,,,,Kepler-1268.xml,
Kepler-436,Kepler-436,0.729,0.73,0.029,0.03,0.033,0.03,0.697,0.70,0.023,0.02,0.028,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,15.856,,,,,Kepler-436.xml,
Kepler-1269,Kepler-1269,,,,,,,,,,,,,,3.550,,1.800,,1.680,,,,,,,0.14,0.145,0.14,0.138,,,88.2,88.22,,,,,,13.611,,,,,Kepler-1269.xml,
Kepler-1270,Kepler-1270,,,,,,,,,,,,,,4.370,,0.120,,2.140,,,,,,,,,0.11,0.111,,,34.2,34.17,40.2,40.17,,,,13.274,,,,,Kepler-1270.xml,
Kepler-1271,Kepler-1271,,,,,,,,,,,,,,3.630,,1.510,,1.060,,,,,,,0.09,0.094,,,,,88.5,88.49,81.4,81.37,,,,13.925,,,,,Kepler-1271.xml,
Kepler-1272,Kepler-1272,,,,,,,,,,,,,,3.890,,2.100,,2.260,,,,,,,,,0.14,0.142,,,135.2,135.18,95.3,95.26,,,,14.423,,,,,Kepler-1272.xml,
Kepler-1273,Kepler-1273,,,,,,,,,,,,,,4.470,,2.730,,5.370,,,,,,,0.16,0.157,0.13,0.132,,,71.2,71.25,77.5,77.45,,,,15.826,,,,,Kepler-1273.xml,
Kepler-1274,Kepler-1274,,,,,,,,,,,,,,2.880,,0.310,,0.300,,,,,,,0.07,0.071,0.08,0.084,,,48.1,48.15,54.4,54.41,,,,11.752,,,,,Kepler-1274.xml,
Kepler-221,Kepler-221,0.8160,0.72,0.0330,,0.0330,,0.821,0.82,.075,0.07,0.075,0.07,,,,,,,,,,,,-0.413,,,,,,,,,,,,,,13.749,,,,,Kepler-221.xml,
Kepler-222,Kepler-222,0.8570,,0.0500,,0.0500,,0.869,0.87,,,,,,,,,,,,,,,,0.150,,,,,,,,,,,,,,15.063,,,,,Kepler-222.xml,
Kepler-223,Kepler-223,0.9500,1.12,0.1100,0.07,0.1100,0.09,1.017,1.72,.438,0.14,0.438,0.07,,,,,,,,,,,,,,,,,5829,,200,,200,,,,15,15.344,,,,,Kepler-223.xml,
Kepler-224,Kepler-224,0.8250,0.74,0.0310,,0.0310,,0.676,0.68,.038,0.04,0.038,0.04,,,,,,,,,,,,-0.309,,,,,,,,,,,,,,15.644,,,,,Kepler-224.xml,
Kepler-226,Kepler-226,0.9120,0.86,0.0370,,0.0370,,0.802,0.80,.318,0.32,0.318,0.32,,,,,,,,,,,,-0.145,,,,,,,,,,,,,,15.416,,,,,Kepler-226.xml,
Kepler-228,Kepler-228,1.0400,,0.1100,,0.1100,,1.014,1.01,.465,0.47,0.465,0.47,,,,,,,,,,,,-0.067,,,,,,,,,,,,,,15.714,,,,,Kepler-228.xml,
Kepler-229,Kepler-229,0.7940,,0.0880,,0.0880,,0.728,0.73,.257,0.26,0.257,0.26,,,,,,,,,,,,-0.109,,,,,,,,,,,,,,15.841,,,,,Kepler-229.xml,
Kepler-231,Kepler-231,,,0.0140,,0.0140,,,,.021,0.02,0.021,0.02,,,,,,,,,,,,-0.011,,,,,,,50,150.00,,,,,,15.385,,,,,Kepler-231.xml,
Kepler-233,Kepler-233,0.8550,,0.0240,,0.0240,,0.758,0.76,.206,0.21,0.206,0.21,,,,,,,,,,,,-0.067,,,,,,,,,,,,,,15.339,,,,,Kepler-233.xml,
Kepler-235,Kepler-235,0.5810,0.59,0.0180,,0.0180,,0.554,0.55,.021,0.02,0.021,0.02,,,,,,,,,,,,0.087,,,,,,,,,,,,,,15.954,,,,,Kepler-235.xml,
Kepler-236,Kepler-236,0.5490,0.56,0.0370,,0.0370,,,,.019,0.02,0.019,0.02,,,,,,,,,,,,0.119,,,,,,,50,150.00,,,,,,15.414,,,,,Kepler-236.xml,
beta Ursae Minoris,bet UMi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k4iiivar,,,,,,,,beta Ursae Minoris.xml,
eps Tau,eps Tau,,,0.1,,,,,,0.6,,,,,,,,,,,,,,0.17,,0.04,,0.04,,,,20,,,,k0iii,,3.53,3.540,0.05,,0.05,,eps Tau.xml,
kappa CrB,kap CrB,1.51,1.47,,0.04,,0.04,4.71,5.06,,0.04,,0.04,,3.420,,0.250,,0.320,,,,,0.10,0.150,0.04,0.050,0.04,0.050,4877,4788.00,25,17.00,25,17.00,k0iii-iv,,4.79,4.820,,,,,kappa CrB.xml,
Kepler-1300,Kepler-1300,,,,,,,,,,,,,,3.550,,0.781,,1.480,,,,,,,0.06,0.064,0.10,0.102,,,108.9,108.91,87.3,87.31,,,,12.816,,,,,Kepler-1300.xml,
Kepler-1301,Kepler-1301,,,,,,,,,,,,,,4.900,,3.050,,6.170,,,,,,,0.16,0.162,0.14,0.141,,,60.1,60.07,,,,,,15.400,,,,,Kepler-1301.xml,
Kepler-1302,Kepler-1302,,,,,,,,,,,,,,4.680,,2.900,,6.700,,,,,,,0.17,0.168,0.16,0.157,,,77.1,77.09,58.5,58.55,,,,15.102,,,,,Kepler-1302.xml,
Kepler-1303,Kepler-1303,,,,,,,,,,,,,,4.470,,2.660,,3.420,,,,,,,0.16,0.156,0.13,0.133,,,110.6,110.62,85.7,85.68,,,,14.640,,,,,Kepler-1303.xml,
Kepler-1304,Kepler-1304,,,,,,,,,,,,,,4.680,,2.920,,5.940,,,,,,,0.16,0.164,0.15,0.151,,,121.9,121.88,97.2,97.24,,,,15.022,,,,,Kepler-1304.xml,
Kepler-1305,Kepler-1305,,,,,,,,,,,,,,4.370,,2.610,,3.860,,,,,,,,,,,,,175.8,175.79,138.2,138.16,,,,15.785,,,,,Kepler-1305.xml,
Kepler-1306,Kepler-1306,,,,,,,,,,,,,,4.570,,2.800,,3.900,,,,,,,0.17,0.172,,,,,132.9,132.91,140.6,140.59,,,,15.243,,,,,Kepler-1306.xml,
Kepler-1307,Kepler-1307,,,,,,,,,,,,,,4.070,,2.290,,2.320,,,,,,,0.15,0.147,0.14,0.145,,,103.2,103.16,77.6,77.63,,,,15.394,,,,,Kepler-1307.xml,
Kepler-1308,Kepler-1308,,,,,,,,,,,,,,3.720,,2.130,,5.970,,,,,,,0.07,0.074,0.08,0.078,,,30.7,30.71,33.6,33.65,,,,14.488,,,,,Kepler-1308.xml,
Kepler-1309,Kepler-1309,,,,,,,,,,,,,,4.270,,2.600,,6.160,,,,,,,,,0.16,0.162,,,154.9,154.88,99.7,99.72,,,,15.652,,,,,Kepler-1309.xml,
Kepler-1310,Kepler-1310,,,,,,,,,,,,,,4.170,,2.490,,5.360,,,,,,,0.18,0.183,0.15,0.151,,,124.5,124.53,,,,,,14.159,,,,,Kepler-1310.xml,
Kepler-1311,Kepler-1311,,,,,,,,,,,,,,7.590,,2.060,,1.700,,,,,,,0.07,0.073,0.10,0.101,,,,,87.3,87.26,,,,13.349,,,,,Kepler-1311.xml,
Kepler-1312,Kepler-1312,,,,,,,,,,,,,,2.000,,0.624,,1.190,,,,,,,0.10,0.096,0.09,0.094,,,58.6,58.57,71.9,71.88,,,,12.430,,,,,Kepler-1312.xml,
Kepler-1313,Kepler-1313,,,,,,,,,,,,,,2.690,,1.170,,2.040,,,,,,,,,0.09,0.093,,,76.0,76.05,82.2,82.15,,,,11.799,,,,,Kepler-1313.xml,
Kepler-1314,Kepler-1314,,,,,,,,,,,,,,6.030,,3.530,,5.910,,,,,,,0.07,0.068,0.08,0.078,,,113.7,113.71,92.3,92.28,,,,16.406,,,,,Kepler-1314.xml,
Kepler-398,Kepler-398,0.6490,,0.0150,,0.0150,,0.613,0.61,.028,0.03,0.028,0.03,,,,,,,,,,,,-0.046,,,,,,,,,,,,,,13.256,,,,,Kepler-398.xml,
Kepler-1315,Kepler-1315,,,,,,,,,,,,,,3.470,,1.840,,5.950,,,,,,,0.17,0.165,0.16,0.157,,,112.5,112.47,81.9,81.92,,,,14.975,,,,,Kepler-1315.xml,
Kepler-1316,Kepler-1316,,,,,,,,,,,,,,5.130,,2.650,,1.900,,,,,,,0.08,0.084,0.08,0.084,,,96.3,96.34,,,,,,14.000,,,,,Kepler-1316.xml,
Kepler-1317,Kepler-1317,,,,,,,,,,,,,,4.790,,2.760,,5.830,,,,,,,0.16,0.156,0.13,0.133,,,,,,,,,,15.230,,,,,Kepler-1317.xml,
Kepler-1318,Kepler-1318,,,,,,,,,,,,,,4.570,,2.610,,5.850,,,,,,,0.15,0.146,0.14,0.141,,,51.7,51.73,63.8,63.77,,,,15.165,,,,,Kepler-1318.xml,
Kepler-1319,Kepler-1319,,,,,,,,,,,,,,5.370,,3.540,,6.240,,,,,,,0.06,0.059,0.04,0.043,,,50.1,50.09,45.5,45.46,,,,14.717,,,,,Kepler-1319.xml,
Kepler-1320,Kepler-1320,,,,,,,,,,,,,,3.160,,1.640,,6.570,,,,,,,0.17,0.167,0.15,0.154,,,67.4,67.43,52.0,51.95,,,,15.898,,,,,Kepler-1320.xml,
Kepler-401,Kepler-401,,,,,,,1.333,1.33,.244,0.24,0.244,0.24,,,,,,,,,,,,-0.297,,,,,,,,,,,,,,13.312,,,,,Kepler-401.xml,
Kepler-1321,Kepler-1321,,,,,,,,,,,,,,4.170,,2.490,,5.690,,,,,,,0.18,0.183,0.28,0.279,,,86.1,86.13,,,,,,16.835,,,,,Kepler-1321.xml,
Kepler-1322,Kepler-1322,,,,,,,,,,,,,,4.470,,2.800,,5.790,,,,,,,0.18,0.184,0.15,0.151,,,103.4,103.39,151.6,151.55,,,,15.810,,,,,Kepler-1322.xml,
Kepler-1323,Kepler-1323,,,,,,,,,,,,,,3.550,,0.960,,0.840,,,,,,,0.09,0.088,0.08,0.082,,,59.8,59.83,74.2,74.24,,,,12.410,,,,,Kepler-1323.xml,
Kepler-1324,Kepler-1324,,,,,,,,,,,,,,2.880,,1.370,,6.070,,,,,,,0.18,0.176,0.15,0.152,,,70.6,70.56,54.1,54.15,,,,15.141,,,,,Kepler-1324.xml,
Kepler-1325,Kepler-1325,,,,,,,,,,,,,,4.790,,2.990,,5.610,,,,,,,0.18,0.178,0.13,0.126,,,93.2,93.24,82.4,82.37,,,,15.160,,,,,Kepler-1325.xml,
Kepler-1091,Kepler-1091,,,,,,,,,,,,,,3.470,,1.800,,3.500,,,,,,,0.18,0.179,0.13,0.134,,,,,286.3,286.31,,,,14.691,,,,,Kepler-1091.xml,
Kepler-1092,Kepler-1092,,,,,,,,,,,,,,3.800,,2.080,,3.020,,,,,,,0.20,0.195,0.16,0.164,,,156.1,156.05,195.0,195.01,,,,14.649,,,,,Kepler-1092.xml,
Kepler-1093,Kepler-1093,,,,,,,,,,,,,,2.950,,1.260,,1.360,,,,,,,0.20,0.203,0.13,0.132,,,138.4,138.45,147.6,147.64,,,,13.838,,,,,Kepler-1093.xml,
Kepler-1094,Kepler-1094,,,,,,,,,,,,,,3.090,,1.400,,1.420,,,,,,,0.15,0.148,0.14,0.135,,,187.7,187.65,127.4,127.39,,,,14.999,,,,,Kepler-1094.xml,
Kepler-1095,Kepler-1095,,,,,,,,,,,,,,4.470,,2.710,,4.430,,,,,,,0.20,0.195,0.16,0.158,,,,,206.3,206.29,,,,14.553,,,,,Kepler-1095.xml,
Kepler-1096,Kepler-1096,,,,,,,,,,,,,,3.800,,2.160,,5.300,,,,,,,0.10,0.098,0.13,0.132,,,39.8,39.79,53.1,53.07,,,,15.068,,,,,Kepler-1096.xml,
Kepler-1097,Kepler-1097,,,,,,,,,,,,,,4.900,,3.100,,6.120,,,,,,,0.18,0.176,,,,,86.8,86.77,77.1,77.13,,,,15.206,,,,,Kepler-1097.xml,
Kepler-1098,Kepler-1098,,,,,,,,,,,,,,3.980,,2.230,,3.150,,,,,,,0.17,0.173,0.14,0.141,,,216.4,216.42,204.8,204.81,,,,14.736,,,,,Kepler-1098.xml,
Kepler-1099,Kepler-1099,,,,,,,,,,,,,,3.630,,1.960,,2.920,,,,,,,0.18,0.177,0.14,0.143,,,82.6,82.61,92.9,92.89,,,,15.141,,,,,Kepler-1099.xml,
Kepler-1100,Kepler-1100,,,,,,,,,,,,,,2.690,,0.966,,1.100,,,,,,,0.14,0.144,0.14,0.135,,,164.4,164.45,128.6,128.56,,,,13.862,,,,,Kepler-1100.xml,
Kepler-1101,Kepler-1101,,,,,,,,,,,,,,4.270,,2.580,,4.540,,,,,,,0.18,0.178,,,,,168.7,168.73,130.3,130.34,,,,15.111,,,,,Kepler-1101.xml,
Kepler-1102,Kepler-1102,,,,,,,,,,,,,,4.370,,2.610,,3.880,,,,,,,0.20,0.204,0.16,0.162,,,71.3,71.34,,,,,,14.955,,,,,Kepler-1102.xml,
Kepler-1103,Kepler-1103,,,,,,,,,,,,,,3.310,,1.620,,1.450,,,,,,,0.18,0.183,0.14,0.136,,,106.6,106.64,106.1,106.14,,,,14.090,,,,,Kepler-1103.xml,
Kepler-1104,Kepler-1104,,,,,,,,,,,,,,2.040,,0.586,,0.576,,,,,,,0.10,0.099,0.10,0.097,,,84.1,84.06,90.5,90.52,,,,12.189,,,,,Kepler-1104.xml,
Kepler-1105,Kepler-1105,,,,,,,,,,,,,,8.710,,4.690,,3.910,,,,,,,0.11,0.109,0.08,0.082,,,47.8,47.77,41.8,41.81,,,,15.180,,,,,Kepler-1105.xml,
Kepler-1106,Kepler-1106,,,,,,,,,,,,,,3.090,,1.360,,1.730,,,,,,,0.17,0.171,0.12,0.125,,,185.3,185.27,152.4,152.44,,,,14.690,,,,,Kepler-1106.xml,
Kepler-1107,Kepler-1107,,,,,,,,,,,,,,4.470,,2.700,,6.030,,,,,,,0.16,0.162,0.15,0.148,,,126.8,126.81,105.0,104.99,,,,14.098,,,,,Kepler-1107.xml,
Kepler-1108,Kepler-1108,,,,,,,,,,,,,,4.170,,2.570,,5.580,,,,,,,0.18,0.182,0.16,0.158,,,,,,,,,,14.979,,,,,Kepler-1108.xml,
Kepler-1109,Kepler-1109,,,,,,,,,,,,,,3.800,,2.110,,2.600,,,,,,,0.15,0.147,0.14,0.141,,,163.5,163.52,111.4,111.41,,,,14.288,,,,,Kepler-1109.xml,
Kepler-1110,Kepler-1110,,,,,,,,,,,,,,4.790,,2.860,,5.900,,,,,,,0.19,0.188,0.18,0.185,,,,,88.0,88.04,,,,15.914,,,,,Kepler-1110.xml,
Kepler-214,Kepler-214,1.1500,,0.1100,,0.1100,,1.352,1.35,.252,0.25,0.252,0.25,,,,,,,,,,,,-0.359,,,,,,,,,,,,,,13.949,,,,,Kepler-214.xml,
Kepler-215,Kepler-215,0.9770,0.77,0.0750,,0.0750,,1.027,1.03,.236,0.24,0.236,0.24,,,,,,,,,,,,-0.618,,,,,,,64,164.00,,,,,,13.580,,,,,Kepler-215.xml,
Kepler-216,Kepler-216,1.1290,,0.0800,,0.0800,,,,.243,0.24,0.243,0.24,,,,,,,,,,,,-0.183,,,,,,,20,120.00,,,,,,13.998,,,,,Kepler-216.xml,
Kepler-482,Kepler-482,,,,,,,,,,,,,,6.030,,3.880,,5.430,,,,,,,0.12,0.118,,,,,61.5,61.54,63.6,63.64,,,,13.779,,,,,Kepler-482.xml,
Kepler-483,Kepler-483,,,,,,,,,,,,,,2.630,,0.794,,0.420,,,,,,,0.09,0.089,0.09,0.091,,,73.4,73.37,79.7,79.71,,,,13.432,,,,,Kepler-483.xml,
Kepler-484,Kepler-484,,,,,,,,,,,,,,1.480,,0.326,,0.654,,,,,,,0.09,0.085,,,,,48.7,48.74,54.6,54.61,,,,13.024,,,,,Kepler-484.xml,
Kepler-485,Kepler-485,,,,,,,,,,,,,,3.720,,2.020,,2.000,,,,,,,0.16,0.161,0.15,0.147,,,153.7,153.72,105.0,105.05,,,,14.952,,,,,Kepler-485.xml,
Kepler-486,Kepler-486,,,,,,,,,,,,,,4.470,,2.660,,6.150,,,,,,,0.17,0.166,,,,,45.2,45.25,44.9,44.94,,,,14.388,,,,,Kepler-486.xml,
Kepler-487,Kepler-487,,,,,,,,,,,,,,5.620,,3.360,,3.970,,,,,,,0.10,0.105,0.10,0.099,,,77.9,77.87,89.8,89.78,,,,14.991,,,,,Kepler-487.xml,
Kepler-488,Kepler-488,,,,,,,,,,,,,,3.470,,1.770,,2.020,,,,,,,0.17,0.172,0.14,0.139,,,95.1,95.08,97.4,97.43,,,,14.804,,,,,Kepler-488.xml,
Kepler-489,Kepler-489,,,,,,,,,,,,,,3.310,,1.560,,2.620,,,,,,,,,0.10,0.105,,,58.3,58.34,70.5,70.48,,,,14.018,,,,,Kepler-489.xml,
Kepler-490,Kepler-490,,,,,,,,,,,,,,3.470,,1.710,,1.800,,,,,,,0.18,0.177,0.13,0.132,,,126.8,126.76,142.4,142.42,,,,14.879,,,,,Kepler-490.xml,
Kepler-491,Kepler-491,,,,,,,,,,,,,,4.470,,2.430,,2.260,,,,,,,0.05,0.053,0.05,0.049,,,61.1,61.11,53.8,53.81,,,,14.014,,,,,Kepler-491.xml,
Kepler-492,Kepler-492,,,,,,,,,,,,,,4.570,,2.880,,5.160,,,,,,,0.15,0.149,,,,,124.6,124.59,85.4,85.37,,,,14.518,,,,,Kepler-492.xml,
Kepler-493,Kepler-493,,,,,,,,,,,,,,2.000,,0.533,,0.721,,,,,,,0.13,0.133,0.15,0.153,,,229.8,229.75,210.2,210.24,,,,14.996,,,,,Kepler-493.xml,
Kepler-494,Kepler-494,,,,,,,,,,,,,,4.790,,1.740,,1.410,,,,,,,0.10,0.099,0.08,0.084,,,100.7,100.66,105.2,105.19,,,,14.153,,,,,Kepler-494.xml,
Kepler-495,Kepler-495,,,,,,,,,,,,,,4.370,,2.700,,5.960,,,,,,,0.17,0.173,0.15,0.153,,,91.2,91.17,128.2,128.17,,,,14.622,,,,,Kepler-495.xml,
Kepler-496,Kepler-496,,,,,,,,,,,,,,4.570,,2.800,,6.270,,,,,,,0.17,0.172,0.15,0.149,,,98.0,98.03,82.0,81.95,,,,14.817,,,,,Kepler-496.xml,
Kepler-497,Kepler-497,,,,,,,,,,,,,,3.550,,1.940,,1.870,,,,,,,0.17,0.175,0.11,0.113,,,141.2,141.15,111.0,110.98,,,,14.720,,,,,Kepler-497.xml,
Kepler-498,Kepler-498,,,,,,,,,,,,,,3.890,,2.200,,3.610,,,,,,,0.17,0.175,0.14,0.145,,,96.9,96.94,144.5,144.47,,,,14.283,,,,,Kepler-498.xml,
Kepler-499,Kepler-499,,,,,,,,,,,,,,4.570,,2.850,,6.340,,,,,,,0.17,0.173,0.15,0.148,,,145.3,145.28,140.7,140.65,,,,14.353,,,,,Kepler-499.xml,
Kepler-500,Kepler-500,,,,,,,,,,,,,,4.370,,2.290,,2.570,,,,,,,0.10,0.101,0.09,0.092,,,,,100.8,100.75,,,,14.176,,,,,Kepler-500.xml,
Kepler-501,Kepler-501,,,,,,,,,,,,,,3.310,,1.690,,2.650,,,,,,,0.17,0.171,,,,,126.8,126.78,207.8,207.83,,,,14.762,,,,,Kepler-501.xml,
Kepler-502,Kepler-502,,,,,,,,,,,,,,3.090,,1.340,,1.310,,,,,,,0.15,0.155,0.14,0.138,,,154.5,154.49,113.8,113.77,,,,14.982,,,,,Kepler-502.xml,
Kepler-503,Kepler-503,,,,,,,,,,,,,,4.370,,2.600,,3.200,,,,,,,0.16,0.156,0.14,0.145,,,137.9,137.86,89.0,89.02,,,,14.747,,,,,Kepler-503.xml,
Kepler-504,Kepler-504,,,,,,,,,,,,,,4.170,,2.580,,6.100,,,,,,,0.05,0.047,0.05,0.051,,,19.7,19.67,19.3,19.31,,,,14.486,,,,,Kepler-504.xml,
Kepler-505,Kepler-505,,,,,,,,,,,,,,3.160,,1.590,,4.530,,,,,,,0.08,0.084,0.09,0.089,,,40.6,40.61,48.3,48.32,,,,15.108,,,,,Kepler-505.xml,
Kepler-506,Kepler-506,,,,,,,,,,,,,,1.740,,0.407,,0.543,,,,,,,0.09,0.086,0.08,0.081,,,58.1,58.08,57.8,57.77,,,,10.868,,,,,Kepler-506.xml,
Kepler-157,Kepler-157,1.0280,,0.0970,,0.0970,,1.044,1.04,,,,,,,,,,,,,,,,-0.108,,,,,,,25,125.00,,,,,,14.002,,,,,Kepler-157.xml,
Kepler-555,Kepler-555,,,,,,,,,,,,,,3.890,,2.200,,2.600,,,,,,,0.17,0.173,,,,,162.8,162.81,118.0,117.98,,,,14.200,,,,,Kepler-555.xml,
Kepler-556,Kepler-556,,,,,,,,,,,,,,4.170,,2.220,,2.770,,,,,,,0.10,0.101,0.10,0.101,,,49.1,49.06,57.5,57.53,,,,14.112,,,,,Kepler-556.xml,
Kepler-1326,Kepler-1326,,,,,,,,,,,,,,1.700,,0.392,,0.530,,,,,,,0.17,0.168,0.13,0.129,,,196.4,196.41,,,,,,12.852,,,,,Kepler-1326.xml,
Kepler-1327,Kepler-1327,,,,,,,,,,,,,,4.070,,2.270,,2.810,,,,,,,,,0.15,0.146,,,121.7,121.67,115.8,115.84,,,,13.914,,,,,Kepler-1327.xml,
Kepler-1328,Kepler-1328,,,,,,,,,,,,,,4.570,,2.700,,3.120,,,,,,,0.18,0.177,0.13,0.131,,,90.0,90.02,91.6,91.61,,,,13.836,,,,,Kepler-1328.xml,
Kepler-403,Kepler-403,,,,,,,1.329,1.33,.236,0.24,0.236,0.24,,,,,,,,,,,,-0.145,,,,,,,,,,,,,,12.805,,,,,Kepler-403.xml,
Kepler-1329,Kepler-1329,,,,,,,,,,,,,,5.620,,3.160,,5.370,,,,,,,0.11,0.107,0.12,0.123,,,38.8,38.83,38.7,38.73,,,,15.911,,,,,Kepler-1329.xml,
